from_field,from_event,Section Header,Field Type,to_event,to_field,to_form,TO_FIELD_TYPE,NOTES,custom,custom_1,custom_2
swyc_12_family4,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family4,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family5,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family5,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family6,swyc_12_month_12_mo_0d_14_mo_31_d,"<div class=""rich-text-field-label""><p></p> <p><span style=""font-weight: normal;"">Over the past two weeks, how often have you been bothered by any of the following problems?</span></p></div>",radio,child_3_arm_4,swyc_12_family6,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family7,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family7,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family8,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family8,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family9,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family9,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_12_family10,swyc_12_month_12_mo_0d_14_mo_31_d,,radio,child_3_arm_4,swyc_12_family10,swyc_12_month_12_mo_0d_14_mo_31_d,radio,,,,
swyc_15_child,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_child,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones1,swyc_15_month_15_mo_0d_17_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Developmental Milestones</span></p> <p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's development. Please tell us how much your child is doing each of these things. If your child doesn't do something any more, choose the answer that describes how much he or she used to do it. Please be sure to answer ALL the questions.</span></p></div>",radio,child_3_arm_4,swyc_15_milestones1,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones2,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones2,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones3,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones3,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones4,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones4,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones5,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones5,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones6,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones6,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones7,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones7,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones8,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones8,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones9,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones9,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_milestones10,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_milestones10,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc1,swyc_15_month_15_mo_0d_17_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Pediatric Symptom Checklist (BPSC)</span></p><p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's behavior. Think about what you would expect of other children the same age, and tell us how much each statement applies to your child.</span></p></div>",radio,child_3_arm_4,swyc_15_bpsc1,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc2,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc2,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc3,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc3,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc4,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc4,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc5,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc5,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc6,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc6,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc7,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc7,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc8,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc8,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc9,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc9,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc10,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc10,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc11,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc11,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_bpsc12,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_bpsc12,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_concerns1,swyc_15_month_15_mo_0d_17_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Concerns</span></p></div>",radio,child_3_arm_4,swyc_15_concerns1,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_concerns2,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_concerns2,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family1,swyc_15_month_15_mo_0d_17_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Family Questions</span></p> <p class=""p1""><span style=""font-weight: normal;"">Because family members can have a big impact on your child's development, please answer a few questions about your family below:</span></p></div>",radio,child_3_arm_4,swyc_15_family1,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family2,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family2,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family3,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family3,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family4,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family4,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family5,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family5,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family6,swyc_15_month_15_mo_0d_17_mo_31_d,"<div class=""rich-text-field-label""><p></p> <p><span style=""font-weight: normal;"">Over the past two weeks, how often have you been bothered by any of the following problems?</span></p></div>",radio,child_3_arm_4,swyc_15_family6,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family7,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family7,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family8,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family8,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family9,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family9,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_15_family10,swyc_15_month_15_mo_0d_17_mo_31_d,,radio,child_3_arm_4,swyc_15_family10,swyc_15_month_15_mo_0d_17_mo_31_d,radio,,,,
swyc_18_child,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_child,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones1,swyc_18_month_18_mo_0d_22_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Developmental Milestones</span></p> <p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's development. Please tell us how much your child is doing each of these things. If your child doesn't do something any more, choose the answer that describes how much he or she used to do it. Please be sure to answer ALL the questions.</span></p></div>",radio,child_3_arm_4,swyc_18_milestones1,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones2,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones2,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones3,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones3,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones4,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones4,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones5,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones5,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones6,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones6,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones7,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones7,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones8,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones8,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones9,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones9,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_milestones10,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_milestones10,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc1,swyc_18_month_18_mo_0d_22_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool Pediatric Symptom Checklist (PPSC)</span></p><p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's behavior. Think about what you would expect of other children the same age, and tell us how much each statement applies to your child.</span></p></div>",radio,child_3_arm_4,swyc_18_ppsc1,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc2,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc2,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc3,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc3,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc4,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc4,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc5,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc5,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc6,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc6,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc7,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc7,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc8,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc8,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc9,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc9,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc10,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc10,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc11,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc11,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc12,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc12,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc13,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc13,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc14,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc14,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc15,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc15,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc16,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc16,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc17,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc17,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_ppsc18,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_ppsc18,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_obsv1,swyc_18_month_18_mo_0d_22_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Observations of Social Interactions (POSI)</span></p></div>",radio,child_3_arm_4,swyc_18_obsv1,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_obsv2,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_obsv2,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_obsv3,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_obsv3,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_obsv4,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_obsv4,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_obsv5,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_obsv5,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_obsv6,swyc_18_month_18_mo_0d_22_mo_31_d,,checkbox,child_3_arm_4,swyc_18_obsv6,swyc_18_month_18_mo_0d_22_mo_31_d,checkbox,,,,
swyc_18_obsv7,swyc_18_month_18_mo_0d_22_mo_31_d,,checkbox,child_3_arm_4,swyc_18_obsv7,swyc_18_month_18_mo_0d_22_mo_31_d,checkbox,,,,
swyc_18_concerns1,swyc_18_month_18_mo_0d_22_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Concerns</span></p></div>",radio,child_3_arm_4,swyc_18_concerns1,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_concerns2,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_concerns2,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family1,swyc_18_month_18_mo_0d_22_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Family Questions</span></p> <p class=""p1""><span style=""font-weight: normal;"">Because family members can have a big impact on your child's development, please answer a few questions about your family below:</span></p></div>",radio,child_3_arm_4,swyc_18_family1,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family2,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family2,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family3,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family3,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family4,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family4,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family5,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family5,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family6,swyc_18_month_18_mo_0d_22_mo_31_d,"<div class=""rich-text-field-label""><p></p> <p><span style=""font-weight: normal;"">Over the past two weeks, how often have you been bothered by any of the following problems?</span></p></div>",radio,child_3_arm_4,swyc_18_family6,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family7,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family7,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family8,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family8,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family9,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family9,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_18_family10,swyc_18_month_18_mo_0d_22_mo_31_d,,radio,child_3_arm_4,swyc_18_family10,swyc_18_month_18_mo_0d_22_mo_31_d,radio,,,,
swyc_24_child,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_child,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones1,swyc_24_month_23_mo_0d_28_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Developmental Milestones</span></p> <p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's development. Please tell us how much your child is doing each of these things. If your child doesn't do something any more, choose the answer that describes how much he or she used to do it. Please be sure to answer ALL the questions.</span></p></div>",radio,child_3_arm_4,swyc_24_milestones1,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones2,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones2,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones3,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones3,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones4,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones4,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones5,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones5,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones6,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones6,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones7,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones7,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones8,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones8,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones9,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones9,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_milestones10,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_milestones10,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc1,swyc_24_month_23_mo_0d_28_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool Pediatric Symptom Checklist (PPSC)</span></p><p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's behavior. Think about what you would expect of other children the same age, and tell us how much each statement applies to your child.</span></p></div>",radio,child_3_arm_4,swyc_24_bpsc1,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc2,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc2,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc3,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc3,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc4,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc4,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc5,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc5,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc6,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc6,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc7,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc7,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc8,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc8,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc9,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc9,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc10,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc10,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc11,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc11,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc12,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc12,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc13,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc13,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc14,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc14,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc15,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc15,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc16,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc16,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc17,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc17,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_bpsc18,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_bpsc18,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_obsv1,swyc_24_month_23_mo_0d_28_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Observations of Social Interactions (POSI)</span></p></div>",radio,child_3_arm_4,swyc_24_obsv1,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_obsv2,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_obsv2,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_obsv3,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_obsv3,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_obsv4,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_obsv4,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_obsv5,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_obsv5,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_obsv6,swyc_24_month_23_mo_0d_28_mo_31_d,,checkbox,child_3_arm_4,swyc_24_obsv6,swyc_24_month_23_mo_0d_28_mo_31_d,checkbox,,,,
swyc_24_obsv7,swyc_24_month_23_mo_0d_28_mo_31_d,,checkbox,child_3_arm_4,swyc_24_obsv7,swyc_24_month_23_mo_0d_28_mo_31_d,checkbox,,,,
swyc_24_concerns1,swyc_24_month_23_mo_0d_28_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Concerns</span></p></div>",radio,child_3_arm_4,swyc_24_concerns1,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_concerns2,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_concerns2,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_family1,swyc_24_month_23_mo_0d_28_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Family Questions</span></p> <p class=""p1""><span style=""font-weight: normal;"">Because family members can have a big impact on your child's development, please answer a few questions about your family below:</span></p></div>",radio,child_3_arm_4,swyc_24_family1,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_family2,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_family2,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_family3,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_family3,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_family4,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_family4,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
swyc_24_family5,swyc_24_month_23_mo_0d_28_mo_31_d,,radio,child_3_arm_4,swyc_24_family5,swyc_24_month_23_mo_0d_28_mo_31_d,radio,,,,
